step,chosen_action0,chosen_action1,x,y,reward,distance_to_goal,latent_cost,planned_terminal_x,planned_terminal_y,planned_terminal_reward,planned_terminal_cost
0.0,-0.2028769701719284,-1.0,-0.7651494076016909,-0.6246728916906362,0.0,1.917168140411377,0.3677835464477539,nan,nan,nan,nan
1.0,-0.913925051689148,0.6862025856971741,-0.859799078194628,-0.70358126856556,0.0,2.040323495864868,0.3818914592266083,nan,nan,nan,nan
2.0,0.6644877791404724,0.5907623767852783,-0.9539763997669223,-0.692646791686917,0.0,2.1089587211608887,0.33609938621520996,nan,nan,nan,nan
3.0,0.4281385838985443,-0.9603210687637329,-0.9708557772776796,-0.7186959401882772,0.0,2.137974262237549,0.3416411876678467,nan,nan,nan,nan
